Ensemble HUGO OMIM_ID
ENSG00000139174 PRICKLE1 612437
ENSG00000139174 PRICKLE1 182940
ENSG00000151239 TWF1 NA
ENSG00000184613 NELL2 NA
ENSG00000161800 RACGAP1 NA
ENSG00000139218 SCAF11 NA
ENSG00000134294 SLC38A2 NA
ENSG00000005175 RPAP3 NA
ENSG00000079337 RAPGEF3 NA
ENSG00000061273 HDAC7 NA
ENSG00000111424 VDR 607948
ENSG00000111424 VDR 277440
ENSG00000139219 COL2A1 609508
ENSG00000139219 COL2A1 609162
ENSG00000139219 COL2A1 608805
ENSG00000139219 COL2A1 604864
ENSG00000139219 COL2A1 271700
ENSG00000139219 COL2A1 200610
ENSG00000139219 COL2A1 184250
ENSG00000139219 COL2A1 183900
ENSG00000139219 COL2A1 156550
ENSG00000139219 COL2A1 151210
ENSG00000139219 COL2A1 150600
ENSG00000139219 COL2A1 132450
ENSG00000139219 COL2A1 120140
ENSG00000139219 COL2A1 108300
ENSG00000167531 LALBA NA
ENSG00000129315 CCNT1 NA
ENSG00000174233 ADCY6 NA
ENSG00000174243 DDX23 NA
ENSG00000172602 RND1 NA
ENSG00000169884 WNT10B 225300
ENSG00000181929 PRKAG1 NA
ENSG00000167548 KMT2D 147920
ENSG00000167550 RHEBL1 NA
ENSG00000139549 DHH 607080
ENSG00000139549 DHH 233420
ENSG00000139636 LMBR1L NA
ENSG00000167552 TUBA1A 611603
ENSG00000187778 MCRS1 NA
ENSG00000135472 FAIM2 NA
ENSG00000139624 CERS5 NA
ENSG00000050405 LIMA1 NA
ENSG00000110925 CSRNP2 NA
ENSG00000167085 PHB NA
ENSG00000139610 CELA1 NA
ENSG00000139629 GALNT6 NA
ENSG00000186081 KRT5 609352
ENSG00000186081 KRT5 179850
ENSG00000186081 KRT5 131960
ENSG00000186081 KRT5 131900
ENSG00000186081 KRT5 131800
ENSG00000186081 KRT5 131760
ENSG00000205426 KRT81 158000
ENSG00000161850 KRT82 NA
ENSG00000205420 KRT6A 167200
ENSG00000170421 KRT8 215600
ENSG00000172867 KRT2 146800
ENSG00000167768 KRT1 607654
ENSG00000167768 KRT1 607602
ENSG00000167768 KRT1 600962
ENSG00000167768 KRT1 146590
ENSG00000167768 KRT1 113800
ENSG00000170423 KRT78 NA
ENSG00000139626 ITGB7 NA
ENSG00000172819 RARG NA
ENSG00000094914 AAAS 231550
ENSG00000139625 MAP3K12 NA
ENSG00000139574 NPFF NA
ENSG00000170653 ATF7 NA
ENSG00000012822 CALCOCO1 NA
ENSG00000123415 SMUG1 NA
ENSG00000094916 CBX5 NA
ENSG00000123405 NFE2 NA
ENSG00000139572 GPR84 NA
ENSG00000161642 ZNF385A NA
ENSG00000161638 ITGA5 NA
ENSG00000135447 PPP1R1A NA
ENSG00000135413 LACRT NA
ENSG00000161634 DCD NA
ENSG00000135424 ITGA7 613204
ENSG00000135392 DNAJC14 NA
ENSG00000123342 MMP19 NA
ENSG00000170473 WIBG NA
ENSG00000139613 SMARCC2 NA
ENSG00000181852 RNF41 NA
ENSG00000062485 CS NA
ENSG00000135473 PAN2 NA
ENSG00000170581 STAT2 NA
ENSG00000175336 APOF NA
ENSG00000111602 TIMELESS NA
ENSG00000135517 MIP 615274
ENSG00000135423 GLS2 NA
ENSG00000076108 BAZ2A NA
ENSG00000196531 NACA NA
ENSG00000198056 PRIM1 NA
ENSG00000166863 TAC3 614839
ENSG00000185633 NDUFA4L2 NA
ENSG00000185482 STAC3 NA
ENSG00000179912 R3HDM2 NA
ENSG00000123329 ARHGAP9 NA
ENSG00000175203 DCTN2 NA
ENSG00000135439 AGAP2 NA
ENSG00000135446 CDK4 609048
ENSG00000037897 METTL1 NA
ENSG00000135407 AVIL NA
ENSG00000175215 CTDSP2 NA
ENSG00000166148 AVPR1A NA
ENSG00000135677 GNS 252940
ENSG00000156076 WIF1 NA
ENSG00000139233 LLPH NA
ENSG00000155957 TMBIM4 NA
ENSG00000111537 IFNG 609135
ENSG00000111536 IL26 NA
ENSG00000127318 IL22 NA
ENSG00000127329 PTPRB NA
ENSG00000153233 PTPRR NA
ENSG00000127324 TSPAN8 NA
ENSG00000133858 ZFC3H1 NA
ENSG00000166006 KCNC2 NA
ENSG00000111615 KRR1 NA
ENSG00000139289 PHLDA1 NA
ENSG00000175183 CSRP2 NA
ENSG00000165891 E2F7 NA
ENSG00000177425 PAWR NA
ENSG00000058272 PPP1R12A NA
ENSG00000111052 LIN7A NA
ENSG00000139220 PPFIA2 NA
ENSG00000198774 RASSF9 NA
ENSG00000049130 KITLG 611664
ENSG00000049130 KITLG 145250
ENSG00000139318 DUSP6 615269
ENSG00000139323 POC1B NA
ENSG00000070961 ATP2B1 NA
ENSG00000139329 LUM NA
ENSG00000011465 DCN 610048
ENSG00000133639 BTG1 NA
ENSG00000102189 EEA1 NA
ENSG00000184752 NDUFA12 256000
ENSG00000180263 FGD6 NA
ENSG00000074527 NTN4 NA
ENSG00000084110 HAL 235800
ENSG00000111144 LTA4H NA
ENSG00000166130 IKBIP NA
ENSG00000185046 ANKS1B NA
ENSG00000120805 ARL1 NA
ENSG00000111670 GNPTAB 252600
ENSG00000111670 GNPTAB 252500
ENSG00000120860 CCDC53 NA
ENSG00000075188 NUP37 NA
ENSG00000017427 IGF1 608747
ENSG00000171759 PAH 261600
ENSG00000111696 NT5DC3 NA
ENSG00000136044 APPL2 NA
ENSG00000074590 NUAK1 NA
ENSG00000136026 CKAP4 NA
ENSG00000008405 CRY1 NA
ENSG00000110851 PRDM4 NA
ENSG00000075856 SART3 175900
ENSG00000110876 SELPLG NA
ENSG00000110880 CORO1C NA
ENSG00000084112 SSH1 NA
ENSG00000110906 KCTD10 NA
ENSG00000139433 GLTP NA
ENSG00000139436 GIT2 NA
ENSG00000111237 VPS29 NA
ENSG00000196850 PPTC7 NA
ENSG00000186298 PPP1CC NA
ENSG00000111245 MYL2 608758
ENSG00000198324 FAM109A NA
ENSG00000204842 ATXN2 183090
ENSG00000111300 NAA25 NA
ENSG00000173064 HECTD4 NA
ENSG00000089009 RPL6 NA
ENSG00000111344 RASAL1 NA
ENSG00000089060 SLC8B1 NA
ENSG00000089225 TBX5 142900
ENSG00000123066 MED13L 608808
ENSG00000135116 HRK NA
ENSG00000088992 TESC NA
ENSG00000135108 FBXO21 NA
ENSG00000089250 NOS1 NA
ENSG00000171435 KSR2 NA
ENSG00000176871 WSB2 NA
ENSG00000135090 TAOK3 NA
ENSG00000122966 CIT NA
ENSG00000111737 RAB35 NA
ENSG00000089157 RPLP0 NA
ENSG00000089159 PXN NA
ENSG00000170890 PLA2G1B NA
ENSG00000135097 MSI1 NA
ENSG00000170855 TRIAP1 NA
ENSG00000111786 SRSF9 NA
ENSG00000167272 POP5 NA
ENSG00000135114 OASL NA
ENSG00000110931 CAMKK2 NA
ENSG00000089053 ANAPC5 NA
ENSG00000089094 KDM2B NA
ENSG00000139714 MORN3 NA
ENSG00000139725 RHOF NA
ENSG00000184047 DIABLO 614152
ENSG00000139719 VPS33A NA
ENSG00000130779 CLIP1 NA
ENSG00000033030 ZCCHC8 NA
ENSG00000111011 RSRC2 NA
ENSG00000139722 VPS37B NA
ENSG00000090975 PITPNM2 NA
ENSG00000111328 CDK2AP1 NA
ENSG00000139697 SBNO1 NA
ENSG00000111361 EIF2B1 603896
ENSG00000119242 CCDC92 NA
ENSG00000196498 NCOR2 NA
ENSG00000073060 SCARB1 610762
ENSG00000150991 UBC NA
ENSG00000150990 DHX37 NA
ENSG00000060709 RIMBP2 NA
ENSG00000111450 STX2 NA
ENSG00000185163 DDX51 NA
ENSG00000177084 POLE 615139
ENSG00000177084 POLE 615083
ENSG00000090615 GOLGA3 NA
ENSG00000072609 CHFR NA
ENSG00000196199 MPHOSPH8 NA
ENSG00000121741 ZMYM2 NA
ENSG00000032742 IFT88 NA
ENSG00000150459 SAP18 NA
ENSG00000102678 FGF9 612961
ENSG00000102683 SGCG 253700
ENSG00000127863 TNFRSF19 NA
ENSG00000075673 ATP12A NA
ENSG00000151846 PABPC3 NA
ENSG00000139496 NUPL1 NA
ENSG00000132964 CDK8 NA
ENSG00000122034 GTF3A NA
ENSG00000186184 POLR1D 613717
ENSG00000139515 PDX1 606392
ENSG00000139515 PDX1 260370
ENSG00000139515 PDX1 125853
ENSG00000132963 POMP 601952
ENSG00000132938 MTUS2 NA
ENSG00000167815 PRDX2 NA
ENSG00000132965 ALOX5AP 601367
ENSG00000102802 MEDAG NA
ENSG00000133105 RXFP2 219050
ENSG00000073910 FRY NA
ENSG00000139618 BRCA2 613347
ENSG00000139618 BRCA2 613029
ENSG00000139618 BRCA2 612555
ENSG00000139618 BRCA2 605724
ENSG00000139618 BRCA2 227650
ENSG00000139618 BRCA2 114480
ENSG00000083642 PDS5B NA
ENSG00000133116 KL 604824
ENSG00000133116 KL 211900
ENSG00000133119 RFC3 NA
ENSG00000133101 CCNA1 NA
ENSG00000133111 RFXAP 209920
ENSG00000120699 EXOSC8 NA
ENSG00000120686 UFM1 NA
ENSG00000133103 COG6 615328
ENSG00000133103 COG6 614576
ENSG00000120688 WBP4 NA
ENSG00000172766 NAA16 NA
ENSG00000102760 RGCC NA
ENSG00000102780 DGKH NA
ENSG00000023516 AKAP11 NA
ENSG00000120659 TNFSF11 259710
ENSG00000120675 DNAJC15 NA
ENSG00000151778 SERP2 NA
ENSG00000188342 GTF2F2 NA
ENSG00000136152 COG3 NA
ENSG00000174015 SPERT NA
ENSG00000136141 LRCH1 NA
ENSG00000136156 ITM2B 176500
ENSG00000136156 ITM2B 117300
ENSG00000139687 RB1 259500
ENSG00000139687 RB1 180200
ENSG00000139687 RB1 109800
ENSG00000152207 CYSLTR2 NA
ENSG00000102531 FNDC3A NA
ENSG00000102539 MLNR NA
ENSG00000136169 SETDB2 NA
ENSG00000152213 ARL11 151400
ENSG00000176124 DLEU1 NA
ENSG00000136104 RNASEH2B 610181
ENSG00000150510 FAM124A NA
ENSG00000139668 WDFY2 NA
ENSG00000136108 CKAP2 NA
ENSG00000165416 SUGT1 NA
ENSG00000102837 OLFM4 NA
ENSG00000118946 PCDH17 NA
ENSG00000083544 TDRD3 NA
ENSG00000136122 BORA NA
ENSG00000102554 KLF5 NA
ENSG00000118939 UCHL3 NA
ENSG00000136153 LMO7 NA
ENSG00000136155 SCEL NA
ENSG00000102471 NDFIP2 NA
ENSG00000179399 GPC5 NA
ENSG00000134874 DZIP1 NA
ENSG00000102580 DNAJC3 NA
ENSG00000125249 RAP2A NA
ENSG00000065150 IPO5 NA
ENSG00000134882 UBAC2 NA
ENSG00000125304 TM9SF2 NA
ENSG00000125246 CLYBL NA
ENSG00000043355 ZIC2 609637
ENSG00000175198 PCCA 606054
ENSG00000134900 TPP2 NA
ENSG00000134899 ERCC5 278780
ENSG00000182346 DAOA NA
ENSG00000139826 ABHD13 NA
ENSG00000102524 TNFSF13B NA
ENSG00000134871 COL4A2 614519
ENSG00000134871 COL4A2 614483
ENSG00000213995 CARKD NA
ENSG00000153487 ING1 275355
ENSG00000102606 ARHGEF7 NA
ENSG00000182968 SOX1 NA
ENSG00000126217 MCF2L NA
ENSG00000057593 F7 227500
ENSG00000126218 F10 227600
ENSG00000126231 PROZ NA
ENSG00000139842 CUL4A NA
ENSG00000185896 LAMP1 NA
ENSG00000198176 TFDP1 NA
ENSG00000183087 GAS6 NA
ENSG00000198824 CHAMP1 NA
ENSG00000130177 CDC16 NA
ENSG00000169062 UPF3A NA
ENSG00000121390 PSPC1 NA
ENSG00000132950 ZMYM5 NA
ENSG00000121743 GJA3 601885
ENSG00000165474 GJB2 602540
ENSG00000165474 GJB2 601544
ENSG00000165474 GJB2 220290
ENSG00000165474 GJB2 149200
ENSG00000165474 GJB2 148350
ENSG00000165474 GJB2 148210
ENSG00000165474 GJB2 124500
ENSG00000121742 GJB6 612645
ENSG00000121742 GJB6 612643
ENSG00000121742 GJB6 129500
ENSG00000165475 CRYL1 NA
ENSG00000150456 N6AMT2 NA
ENSG00000132953 XPO4 NA
ENSG00000150457 LATS2 NA
ENSG00000165487 MICU2 NA
ENSG00000151835 SACS 270550
ENSG00000027001 MIPEP NA
ENSG00000102699 PARP4 NA
ENSG00000151849 CENPJ 613676
ENSG00000151849 CENPJ 608393
ENSG00000165566 AMER2 NA
ENSG00000139505 MTMR6 NA
ENSG00000127870 RNF6 133239
ENSG00000152484 USP12 NA
ENSG00000139517 LNX2 NA
ENSG00000165556 CDX2 NA
ENSG00000122025 FLT3 601626
ENSG00000139514 SLC7A1 NA
ENSG00000102781 KATNAL1 NA
ENSG00000120694 HSPH1 NA
ENSG00000139597 N4BP2L1 NA
ENSG00000133083 DCLK1 NA
ENSG00000133104 SPG20 275900
ENSG00000120693 SMAD9 615342
ENSG00000120697 ALG5 NA
ENSG00000102710 SUPT20H NA
ENSG00000133107 TRPC4 NA
ENSG00000133115 STOML3 NA
ENSG00000150907 FOXO1 268220
ENSG00000102738 MRPS31 NA
ENSG00000120690 ELF1 NA
ENSG00000120696 KBTBD7 NA
ENSG00000120658 ENOX1 NA
ENSG00000102804 TSC22D1 NA
ENSG00000083635 NUFIP1 NA
ENSG00000180332 KCTD4 NA
ENSG00000123200 ZC3H13 NA
ENSG00000080618 CPB2 NA
ENSG00000136167 LCP1 NA
ENSG00000139684 ESD NA
ENSG00000136146 MED4 NA
ENSG00000136161 RCBTB2 NA
ENSG00000102547 CAB39L NA
ENSG00000136144 RCBTB1 NA
ENSG00000102753 KPNA3 NA
ENSG00000123178 SPRYD7 NA
ENSG00000123201 GUCY1B2 NA
ENSG00000102786 INTS6 NA
ENSG00000123191 ATP7B 277900
ENSG00000136098 NEK3 NA
ENSG00000136100 VPS36 NA
ENSG00000136110 LECT1 NA
ENSG00000136099 PCDH8 NA
ENSG00000139734 DIAPH3 609129
ENSG00000184226 PCDH9 NA
ENSG00000165659 DACH1 NA
ENSG00000083520 DIS3 NA
ENSG00000118922 KLF12 NA
ENSG00000136111 TBC1D4 NA
ENSG00000188243 COMMD6 NA
ENSG00000178695 KCTD12 NA
ENSG00000005812 FBXL3 NA
ENSG00000005810 MYCBP2 NA
ENSG00000136160 EDNRB 600501
ENSG00000136160 EDNRB 600155
ENSG00000136160 EDNRB 277580
ENSG00000136160 EDNRB 142623
ENSG00000152192 POU4F1 NA
ENSG00000152193 RNF219 NA
ENSG00000139746 RBM26 NA
ENSG00000136158 SPRY2 NA
ENSG00000080166 DCT NA
ENSG00000088451 TGDS NA
ENSG00000125257 ABCC4 NA
ENSG00000102595 UGGT2 NA
ENSG00000102572 STK24 NA
ENSG00000088386 SLC15A1 NA
ENSG00000088387 DOCK9 NA
ENSG00000169508 GPR183 NA
ENSG00000134864 GGACT NA
ENSG00000125247 TMTC4 NA
ENSG00000102466 FGF14 609307
ENSG00000125266 EFNB2 NA
ENSG00000174405 LIG4 606593
ENSG00000174405 LIG4 602450
ENSG00000185950 IRS2 NA
ENSG00000187498 COL4A1 611773
ENSG00000187498 COL4A1 607595
ENSG00000187498 COL4A1 175780
ENSG00000134905 CARS2 NA
ENSG00000126216 TUBGCP3 NA
ENSG00000126226 PCID2 NA
ENSG00000139835 GRTP1 NA
ENSG00000186009 ATP4B NA
ENSG00000185989 RASA3 NA
ENSG00000129484 PARP2 NA
ENSG00000100823 APEX1 NA
ENSG00000198805 PNP 613179
ENSG00000169413 RNASE6 NA
ENSG00000169385 RNASE2 NA
ENSG00000165792 METTL17 NA
ENSG00000165801 ARHGEF40 NA
ENSG00000092200 RPGRIP1 613826
ENSG00000092200 RPGRIP1 608194
ENSG00000092203 TOX4 NA
ENSG00000100439 ABHD4 NA
ENSG00000155463 OXA1L NA
ENSG00000172590 MRPL52 NA
ENSG00000157227 MMP14 NA
ENSG00000129473 BCL2L2 NA
ENSG00000100836 PABPN1 164300
ENSG00000166090 IL25 NA
ENSG00000129460 NGDN NA
ENSG00000100867 DHRS2 NA
ENSG00000100884 CPNE6 NA
ENSG00000100889 PCK2 261650
ENSG00000100897 DCAF11 NA
ENSG00000139914 FITM1 NA
ENSG00000092010 PSME1 NA
ENSG00000092098 RNF31 NA
ENSG00000213928 IRF9 NA
ENSG00000100918 REC8 NA
ENSG00000139908 TSSK4 NA
ENSG00000196943 NOP9 NA
ENSG00000213903 LTB4R NA
ENSG00000100968 NFATC4 NA
ENSG00000176165 FOXG1 613454
ENSG00000092140 G2E3 NA
ENSG00000092108 SCFD1 NA
ENSG00000100478 AP4S1 614067
ENSG00000151413 NUBPL 252010
ENSG00000100852 ARHGAP5 NA
ENSG00000151320 AKAP6 NA
ENSG00000151322 NPAS3 NA
ENSG00000198807 PAX9 604625
ENSG00000139874 SSTR1 NA
ENSG00000092208 GEMIN2 NA
ENSG00000100941 PNN NA
ENSG00000150527 CTAGE5 NA
ENSG00000185246 PRPF39 NA
ENSG00000187790 FANCM 614087
ENSG00000165516 KLHDC2 NA
ENSG00000165527 ARF6 NA
ENSG00000139921 TMX1 NA
ENSG00000139926 FRMD6 NA
ENSG00000186469 GNG2 NA
ENSG00000087302 C14orf166 NA
ENSG00000168229 PTGDR 607277
ENSG00000125384 PTGER2 NA
ENSG00000100526 CDKN3 114550
ENSG00000020577 SAMD4A NA
ENSG00000180008 SOCS4 NA
ENSG00000168175 MAPK1IP1L NA
ENSG00000101421 CHMP4B 605387
ENSG00000126777 KTN1 NA
ENSG00000139946 PELI2 NA
ENSG00000100567 PSMA3 NA
ENSG00000131966 ACTR10 NA
ENSG00000032219 ARID4A NA
ENSG00000100592 DAAM1 NA
ENSG00000050130 JKAMP NA
ENSG00000126773 PCNXL4 NA
ENSG00000100614 PPM1A NA
ENSG00000184302 SIX6 212550
ENSG00000164109 MAD2L1 NA
ENSG00000027075 PRKCH 601367
ENSG00000100644 HIF1A NA
ENSG00000023608 SNAPC1 NA
ENSG00000139973 SYT16 NA
ENSG00000126785 RHOJ NA
ENSG00000054654 SYNE2 612999
ENSG00000100714 MTHFD1 601634
ENSG00000100714 MTHFD1 114500
ENSG00000179841 AKAP5 NA
ENSG00000126804 ZBTB1 NA
ENSG00000126803 HSPA2 NA
ENSG00000165807 PPP1R36 NA
ENSG00000125954 CHURC1-FNTB NA
ENSG00000033170 FUT8 NA
ENSG00000171723 GPHN 252150
ENSG00000072415 MPP5 NA
ENSG00000134001 EIF2S1 NA
ENSG00000182185 RAD51B 150699
ENSG00000081177 EXD2 NA
ENSG00000029364 SLC39A9 NA
ENSG00000100650 SRSF5 NA
ENSG00000197555 SIPA1L1 NA
ENSG00000182732 RGS6 NA
ENSG00000119707 RBM25 NA
ENSG00000080815 PSEN1 613737
ENSG00000080815 PSEN1 613694
ENSG00000080815 PSEN1 607822
ENSG00000080815 PSEN1 600274
ENSG00000100767 PAPLN NA
ENSG00000119673 ACOT2 NA
ENSG00000177465 ACOT4 NA
ENSG00000119725 ZNF410 NA
ENSG00000119723 COQ6 614650
ENSG00000119614 VSX2 610093
ENSG00000119614 VSX2 610092
ENSG00000165898 ISCA2 NA
ENSG00000119616 FCF1 NA
ENSG00000119596 YLPM1 NA
ENSG00000119689 DLST NA
ENSG00000119718 EIF2B2 603896
ENSG00000119703 ZC2HC1C NA
ENSG00000170345 FOS NA
ENSG00000140044 JDP2 NA
ENSG00000156127 BATF NA
ENSG00000119685 TTLL5 NA
ENSG00000119715 ESRRB 608565
ENSG00000100577 GSTZ1 NA
ENSG00000100591 AHSA1 NA
ENSG00000119705 SLIRP NA
ENSG00000063761 ADCK1 NA
ENSG00000021645 NRXN3 NA
ENSG00000100722 ZC3H14 NA
ENSG00000165533 TTC8 613464
ENSG00000165533 TTC8 209900
ENSG00000042088 TDP1 607250
ENSG00000165934 CPSF2 NA
ENSG00000140090 SLC24A4 210750
ENSG00000100599 RIN3 NA
ENSG00000066455 GOLGA5 188550
ENSG00000100604 CHGA NA
ENSG00000012963 UBR7 NA
ENSG00000133958 UNC79 NA
ENSG00000175699 LINC00521 NA
ENSG00000089723 OTUB2 NA
ENSG00000165949 IFI27 NA
ENSG00000119698 PPP4R4 NA
ENSG00000100665 SERPINA4 NA
ENSG00000188488 SERPINA5 NA
ENSG00000196136 SERPINA3 NA
ENSG00000182512 GLRX5 205950
ENSG00000168398 BDKRB2 NA
ENSG00000100739 BDKRB1 NA
ENSG00000100744 GSKIP NA
ENSG00000090060 PAPOLA NA
ENSG00000100749 VRK1 607596
ENSG00000090061 CCNK NA
ENSG00000066629 EML1 NA
ENSG00000196405 EVL NA
ENSG00000100811 YY1 NA
ENSG00000176473 WDR25 NA
ENSG00000185559 DLK1 NA
ENSG00000078304 PPP2R5C NA
ENSG00000197102 DYNC1H1 614563
ENSG00000197102 DYNC1H1 614228
ENSG00000197102 DYNC1H1 158600
ENSG00000196663 TECPR2 615031
ENSG00000089902 RCOR1 NA
ENSG00000131323 TRAF3 614849
ENSG00000166126 AMN 261100
ENSG00000075413 MARK3 NA
ENSG00000166166 TRMT61A NA
ENSG00000126214 KLC1 NA
ENSG00000156414 TDRD9 NA
ENSG00000066735 KIF26A NA
ENSG00000185100 ADSSL1 NA
ENSG00000184990 SIVA1 NA
ENSG00000179364 PACS2 NA
ENSG00000182979 MTA1 NA
ENSG00000182809 CRIP2 NA
ENSG00000185347 C14orf80 NA
ENSG00000136319 TTC5 NA
ENSG00000100814 CCNB1IP1 NA
ENSG00000129566 TEP1 NA
ENSG00000092094 OSGEP NA
ENSG00000165782 TMEM55B NA
ENSG00000129538 RNASE1 NA
ENSG00000165795 NDRG2 NA
ENSG00000165804 ZNF219 NA
ENSG00000092201 SUPT16H NA
ENSG00000129472 RAB2B NA
ENSG00000165819 METTL3 NA
ENSG00000165821 SALL2 NA
ENSG00000129562 DAD1 NA
ENSG00000155465 SLC7A7 222700
ENSG00000100461 RBM23 NA
ENSG00000100462 PRMT5 NA
ENSG00000129474 AJUBA NA
ENSG00000100804 PSMB5 NA
ENSG00000139880 CDH24 NA
ENSG00000100813 ACIN1 NA
ENSG00000092067 CEBPE NA
ENSG00000092068 SLC7A8 NA
ENSG00000100842 EFS NA
ENSG00000213983 AP1G2 NA
ENSG00000129535 NRL 613750
ENSG00000129535 NRL 162080
ENSG00000100908 EMC9 NA
ENSG00000100911 PSME2 NA
ENSG00000196497 IPO4 NA
ENSG00000100926 TM9SF1 NA
ENSG00000092330 TINF2 613990
ENSG00000092330 TINF2 268130
ENSG00000092295 TGM1 242300
ENSG00000100949 RABGGTA NA
ENSG00000157379 DHRS1 NA
ENSG00000129467 ADCY4 NA
ENSG00000129465 RIPK3 NA
ENSG00000100445 SDR39U1 NA
ENSG00000092009 CMA1 NA
ENSG00000100448 CTSG NA
ENSG00000168952 STXBP6 NA
ENSG00000139910 NOVA1 NA
ENSG00000184304 PRKD1 NA
ENSG00000196792 STRN3 NA
ENSG00000092148 HECTD1 NA
ENSG00000129521 EGLN3 NA
ENSG00000165389 SPTSSA NA
ENSG00000129518 EAPP NA
ENSG00000129515 SNX6 NA
ENSG00000198604 BAZ1A NA
ENSG00000092020 PPP2R3C NA
ENSG00000100906 NFKBIA 612132
ENSG00000174373 RALGAPA1 NA
ENSG00000151332 MBIP NA
ENSG00000129514 FOXA1 NA
ENSG00000100934 SEC23A 607812
ENSG00000182400 TRAPPC6B NA
ENSG00000165355 FBXO33 NA
ENSG00000100442 FKBP3 NA
ENSG00000129534 MIS18BP1 NA
ENSG00000165496 RPL10L NA
ENSG00000165502 RPL36AL NA
ENSG00000165525 NEMF NA
ENSG00000100485 SOS2 NA
ENSG00000100490 CDKL1 NA
ENSG00000012983 MAP4K5 NA
ENSG00000151748 SAV1 NA
ENSG00000100503 NIN 614851
ENSG00000100505 TRIM9 NA
ENSG00000087303 NID2 NA
ENSG00000197930 ERO1L NA
ENSG00000100522 GNPNAT1 NA
ENSG00000073712 FERMT2 NA
ENSG00000197045 GMFB NA
ENSG00000131979 GCH1 233910
ENSG00000131979 GCH1 128230
ENSG00000198554 WDHD1 NA
ENSG00000126787 DLGAP5 NA
ENSG00000182521 TBPL2 NA
ENSG00000165588 OTX2 613986
ENSG00000165588 OTX2 610125
ENSG00000139970 RTN1 NA
ENSG00000100612 DHRS7 NA
ENSG00000126778 SIX1 608389
ENSG00000126778 SIX1 605192
ENSG00000100625 SIX4 NA
ENSG00000126814 TRMT5 NA
ENSG00000140015 KCNH5 NA
ENSG00000154001 PPP2R5E NA
ENSG00000140006 WDR89 NA
ENSG00000126821 SGPP1 NA
ENSG00000089775 ZBTB25 NA
ENSG00000070182 SPTB 182870
ENSG00000070182 SPTB 130600
ENSG00000139998 RAB15 NA
ENSG00000125952 MAX NA
ENSG00000100554 ATP6V1D NA
ENSG00000081181 ARG2 NA
ENSG00000072121 ZFYVE26 270700
ENSG00000185650 ZFP36L1 NA
ENSG00000072110 ACTN1 615193
ENSG00000139990 DCAF5 NA
ENSG00000100632 ERH NA
ENSG00000100678 SLC8A3 NA
ENSG00000213463 SYNJ2BP NA
ENSG00000133997 MED6 NA
ENSG00000133961 NUMB NA
ENSG00000176903 PNMA1 NA
ENSG00000119688 ABCD4 614857
ENSG00000119681 LTBP2 614819
ENSG00000119681 LTBP2 613086
ENSG00000119681 LTBP2 251750
ENSG00000119630 PGF NA
ENSG00000119684 MLH3 614385
ENSG00000119684 MLH3 114500
ENSG00000119638 NEK9 NA
ENSG00000133935 C14orf1 NA
ENSG00000119699 TGFB3 107970
ENSG00000013523 ANGEL1 NA
ENSG00000119669 IRF2BPL NA
ENSG00000165553 NGB NA
ENSG00000009830 POMT2 613158
ENSG00000009830 POMT2 613156
ENSG00000009830 POMT2 613150
ENSG00000100596 SPTLC2 613640
ENSG00000100603 SNW1 NA
ENSG00000211448 DIO2 NA
ENSG00000165417 GTF2A1 NA
ENSG00000140022 STON2 NA
ENSG00000071537 SEL1L NA
ENSG00000070778 PTPN21 NA
ENSG00000053254 FOXN3 NA
ENSG00000119720 NRDE2 NA
ENSG00000100784 RPS6KA5 NA
ENSG00000015133 CCDC88C 236600
ENSG00000100796 SMEK1 NA
ENSG00000111704 NANOG NA
ENSG00000140092 FBLN5 614434
ENSG00000140092 FBLN5 608895
ENSG00000140092 FBLN5 219100
ENSG00000100815 TRIP11 200600
ENSG00000183648 NDUFB1 NA
ENSG00000100605 ITPK1 NA
ENSG00000165943 MOAP1 NA
ENSG00000175785 PRIMA1 NA
ENSG00000100628 ASB2 NA
ENSG00000089737 DDX24 NA
ENSG00000140093 SERPINA10 NA
ENSG00000133937 GSC NA
ENSG00000100721 TCL1A NA
ENSG00000127152 BCL11B NA
ENSG00000183576 SETD3 NA
ENSG00000205476 CCDC85C NA
ENSG00000168350 DEGS2 NA
ENSG00000140105 WARS NA
ENSG00000183092 BEGAIN NA
ENSG00000080824 HSP90AA1 NA
ENSG00000080823 MOK NA
ENSG00000198752 CDC42BPB NA
ENSG00000166165 CKB NA
ENSG00000166170 BAG5 NA
ENSG00000126215 XRCC3 613972
ENSG00000126215 XRCC3 114480
ENSG00000088808 PPP1R13B NA
ENSG00000142208 AKT1 615109
ENSG00000142208 AKT1 176920
ENSG00000142208 AKT1 114500
ENSG00000142208 AKT1 114480
ENSG00000184916 JAG2 NA
ENSG00000183828 NUDT14 NA
ENSG00000185024 BRF1 NA
ENSG00000153575 TUBGCP5 NA
ENSG00000068793 CYFIP1 NA
ENSG00000186297 GABRA5 NA
ENSG00000182256 GABRG3 NA
ENSG00000034053 APBA2 NA
ENSG00000166912 MTMR10 NA
ENSG00000169926 KLF13 NA
ENSG00000166922 SCG5 NA
ENSG00000198838 RYR3 NA
ENSG00000184984 CHRM5 NA
ENSG00000128463 EMC4 NA
ENSG00000166068 SPRED1 611431
ENSG00000171262 FAM98B NA
ENSG00000137801 THBS1 NA
ENSG00000128829 EIF2AK4 NA
ENSG00000137843 PAK6 NA
